Date,Dolar,JBS,Boi_Gordo
2025-10-25,5.382900238037109,39.03819029279317,660.5827885866165
2025-10-26,5.382900238037109,39.03819029279317,660.5827885866165
2025-10-27,5.388299942016602,38.48244957774195,647.3133018387853
2025-10-28,5.373300075531006,38.460261044933205,641.7735277712345
2025-10-29,5.357399940490723,38.77223156277652,650.843714603554
2025-10-30,5.357800006866455,39.127247059074406,661.7920910548968
2025-10-31,5.381999969482422,38.65378032813632,668.5251434550474
2025-11-01,5.381999969482422,38.65378032813632,668.5251434550474
2025-11-02,5.381999969482422,38.65378032813632,668.5251434550474
2025-11-03,5.374599933624268,39.12176604252729,655.1905962974283
2025-11-04,5.354899883270264,39.38679709903001,640.3489513197889
2025-11-05,5.395899772644043,39.89784464257073,624.7136513248938
2025-11-06,5.35860013961792,39.7242553411672,615.4720492402706
2025-11-07,5.3495001792907715,39.942831024143054,621.6587461018045
2025-11-08,5.3495001792907715,39.942831024143054,621.6587461018045
2025-11-09,5.3495001792907715,39.942831024143054,621.6587461018045
2025-11-10,5.330900192260742,40.648936953248636,639.6480589851496
2025-11-11,5.289700031280518,41.36867222922425,630.9554112561265
2025-11-12,5.270699977874756,42.243109191680006,623.3623753066163
2025-11-13,5.291299819946289,42.49488176466016,608.3671967983245
2025-11-14,5.296500205993652,42.06030816194384,609.3821936035246
2025-11-15,5.296500205993652,42.06030816194384,609.3821936035246
2025-11-16,5.296500205993652,42.06030816194384,609.3821936035246
2025-11-17,5.295599937438965,42.11839202500805,615.1865180133908
2025-11-18,5.329500198364258,42.12448225290692,615.6272055236142
2025-11-19,5.321499824523926,41.708523001960614,604.2962248493383
2025-11-20,5.32859992980957,40.8182864260952,600.6964175370653
2025-11-21,5.332300186157227,40.21270213134742,600.3436732904775
2025-11-22,5.332300186157227,40.21270213134742,600.3436732904775
2025-11-23,5.332300186157227,40.21270213134742,600.3436732904775
2025-11-24,5.402100086212158,39.92894889364943,587.6404387230605
2025-11-25,5.3867998123168945,39.575022580054124,585.4104696035384
2025-11-26,5.37939977645874,39.42882457227697,595.9735976218263
2025-11-27,5.3308000564575195,40.13720851875041,590.5893259230965
2025-11-28,5.355400085449219,40.62148776123052,606.107437465599
2025-11-29,5.355400085449219,40.62148776123052,606.107437465599
2025-11-30,5.355400085449219,40.62148776123052,606.107437465599
2025-12-01,5.335400104522705,40.74581251878554,599.9924102058676
2025-12-02,5.355800151824951,40.81532474386209,614.3069472010623
2025-12-03,5.326300144195557,40.47712341482619,612.2515351664456
2025-12-04,5.306099891662598,40.17064504352595,616.893797528269
2025-12-05,5.309299945831299,40.77119032336013,633.1539114023468
2025-12-06,5.309299945831299,40.77119032336013,633.1539114023468
2025-12-07,5.309299945831299,40.77119032336013,633.1539114023468
2025-12-08,5.4380998611450195,40.53596270656914,649.0134180279896
2025-12-09,5.429999828338623,40.79589794765616,646.6213396082285
2025-12-10,5.43149995803833,40.444253525891824,646.7287087058256
2025-12-11,5.469799995422363,40.8000948343218,661.5552163213491
2025-12-12,5.4054999351501465,41.3563273998146,652.1465483367347
